genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_01614,Streptomyces,sp.,CP109302,SAMN30553354,chromosome,linear,npgm-contigger NBC_01614,1,0,0,11354032,11354032,17x,16631,201609689,8937260,189,10345,9668,"6, 6, 6 (5S, 16S, 23S)",72,69.99,355,350,5,1,0,356,923682.0,70.0,Streptomyces,Streptomyces sp.,sp_mash_018,Streptomyces sp. (sp_mash_018),,,,,,,custom
NBC_01615,Streptomyces,sp.,CP109301,SAMN30553355,chromosome,linear,npgm-contigger NBC_01615,1,0,0,11635954,11635954,40x,6443,472632125,6224319,135,10585,10030,"6, 6, 6 (5S, 16S, 23S)",75,69.96,355,346,9,1,0,356,60397.0,,Streptomyces,Streptomyces sp.,sp_mash_013,Streptomyces sp. (sp_mash_013),,,,,,,custom
NBC_01616,Streptomyces,albidoflavus,"CP109299,CP109300",SAMN30553356,near-complete,linear,npgm-contigger NBC_01616,2,0,1,7347685,7362561,50x,18337,378777539,5925425,612,6455,6259,"7, 7, 7 (5S, 16S, 23S)",69,73.28,355,352,3,1,0,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_041438845.1,Complete genome,undefined,2,NBC_01616,Streptomyces albidoflavus,custom
NBC_01617,Streptomyces,sp.,CP109298,SAMN30553357,chromosome,linear,npgm-contigger NBC_01617,1,0,0,9309870,9309870,62x,15424,581955552,6912861,4,8468,8046,"6, 6, 6 (5S, 16S, 23S)",70,69.52,355,351,4,1,0,356,132144.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_01618,Streptomyces,sp.,CP109297,SAMN30553358,chromosome,linear,npgm-contigger NBC_01618,1,0,0,8232760,8232760,216x,12344,1824169260,7584349,170,7684,7069,"6, 6, 6 (5S, 16S, 23S)",69,69.84,354,352,2,2,0,356,91949.0,,Streptomyces,Streptomyces sp.,sp_mash_006,Streptomyces sp. (sp_mash_006),,,,,,,custom
NBC_01619,Streptomyces,sp.,"JAPEQB010000001,JAPEQB010000002,JAPEQB010000003,JAPEQB010000004,JAPEQB010000005,JAPEQB010000006",SAMN30553359,near-complete,linear,flye-contigger NBC_01619,6,0,0,2928899,8636431,115x,10147,1004014678,6776799,25,7782,7350,"6, 6, 6 (5S, 16S, 23S)",67,70.67,354,351,3,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_038,Streptomyces sp. (sp_mash_038),GCA_026339835.1,Contig,JAPEQB000000000,undefined,NBC_01619,Streptomyces sp. NBC_01619,custom
NBC_01620,Streptomyces,sp.,CP109296,SAMN30553360,chromosome,linear,flye-contigger NBC_01620,1,0,0,9465816,9465816,199x,15739,1897555958,8384285,258,8533,8067,"6, 6, 6 (5S, 16S, 23S)",71,69.46,355,351,4,1,0,356,25249.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_01621,Streptomyces,albidoflavus,"CP109294,CP109295",SAMN30553361,chromosome,linear,flye-contigger NBC_01621,2,1,0,7076013,7230796,200x,12105,1474957436,5151186,252,6308,6117,"7, 7, 7 (5S, 16S, 23S)",68,73.31,355,352,3,1,0,356,262.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01622,Streptomyces,sp.,CP109293,SAMN30553362,chromosome,linear,flye-contigger NBC_01622,1,0,0,11696066,11696066,75x,10184,894499052,6646157,13,10822,10362,"6, 6, 6 (5S, 16S, 23S)",71,70.03,355,353,2,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_128,Streptomyces sp. (sp_mash_128),,,,,,,custom
NBC_01623,Streptomyces,anulatus,"JAPEQC010000001,JAPEQC010000002,JAPEQC010000003,JAPEQC010000004",SAMN30553363,near-complete,linear,flye-contigger NBC_01623,4,0,0,4565571,8960955,44x,10622,413486058,7403867,198,7941,7670,"6, 6, 6 (5S, 16S, 23S)",68,71.4,355,355,0,1,0,356,,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_026339795.1,Contig,JAPEQC000000000,undefined,NBC_01623,Streptomyces anulatus,custom
NBC_01624,Streptomyces,uncialis,"CP109290,CP109291,CP109292",SAMN30553364,chromosome,linear,flye-contigger NBC_01624,3,2,0,8815475,8924390,41x,17866,385251632,5542755,19,7516,7262,"6, 6, 6 (5S, 16S, 23S)",68,72.1,355,353,2,1,0,356,17045.0,,Streptomyces,Streptomyces uncialis,,Streptomyces uncialis,,,,,,,custom
NBC_01625,Streptomyces,anulatus,"CP109287,CP109288,CP109289",SAMN30553365,chromosome,linear,flye-contigger NBC_01625,3,2,0,8927841,9108639,39x,17524,378357502,5909675,71,7981,7731,"6, 6, 6 (5S, 16S, 23S)",67,71.39,355,355,0,1,0,356,38601.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01626,Streptomyces,anulatus,"CP109283,CP109284,CP109285,CP109286",SAMN30553366,chromosome,linear,flye-contigger NBC_01626,4,2,1,8813279,9102547,66x,15738,634619816,7612870,41,8078,7821,"6, 6, 6 (5S, 16S, 23S)",70,71.35,355,355,0,1,0,356,24174.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01627,Streptomyces,albidoflavus,"CP109281,CP109282",SAMN30553367,chromosome,linear,flye-contigger NBC_01627,2,1,0,7022896,7194845,16x,23184,125902726,7647115,1343,6284,6078,"7, 7, 7 (5S, 16S, 23S)",67,73.32,355,352,3,1,0,356,7556.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01629,Streptomyces,thermoviolaceus,CP109280,SAMN30553368,chromosome,linear,flye-contigger NBC_01629,1,0,0,6066002,6066002,37x,3536,250255138,5612872,3,5311,5063,"6, 6, 6 (5S, 16S, 23S)",71,72.48,355,354,1,1,0,356,,,Streptomyces,Streptomyces thermodiastaticus,,Streptomyces thermodiastaticus,,,,,,,custom
NBC_01630,Streptomyces,griseus,CP109279,SAMN30553369,chromosome,linear,flye-contigger NBC_01630,1,0,0,8315763,8315763,44x,28021,377885759,6047981,225,7396,7193,"6, 6, 6 (5S, 16S, 23S)",71,71.62,355,354,1,1,0,356,7799.0,,Streptomyces,Streptomyces fimicarius,,Streptomyces fimicarius,,,,,,,custom
NBC_01634,Streptomyces,anulatus,"JAPEQD010000001,JAPEQD010000002,JAPEQD010000003,JAPEQD010000004,JAPEQD010000005",SAMN30553370,near-complete,linear,flye-contigger NBC_01634,5,0,0,8491573,9298428,57x,20410,566235158,5798961,42,8314,8026,"6, 6, 6 (5S, 16S, 23S)",71,71.29,355,354,1,1,0,356,,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_026339815.1,Contig,JAPEQD000000000,undefined,NBC_01634,Streptomyces anulatus,custom
NBC_01635,Streptomyces,sp.,"CP109277,CP109278",SAMN30553371,chromosome,linear,npgm-contigger NBC_01635,2,1,0,8982372,9003324,37x,13285,342598975,7655880,72,8202,7596,"6, 6, 6 (5S, 16S, 23S)",74,71.05,356,352,4,0,0,356,147374.0,,,,,,,,,,,,custom
NBC_01636,Streptomyces,anthocyanicus,"CP109275,CP109276",SAMN30553372,chromosome,linear,flye-contigger NBC_01636,2,1,0,8678397,9065605,76x,20213,746598768,5656391,66,8311,7999,"6, 6, 6 (5S, 16S, 23S)",67,71.95,355,353,2,1,0,356,13873.0,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,,,,,,,custom
NBC_01637,Streptomyces,sp.,CP109274,SAMN30553373,chromosome,linear,npgm-contigger NBC_01637,1,0,0,10339639,10339639,66x,18125,688508899,5822096,266,9372,8639,"6, 6, 6 (5S, 16S, 23S)",73,69.39,355,351,4,1,0,356,431625.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_01638,Micromonospora,sp.,CP109273,SAMN30553374,chromosome,circular,flye-contigger NBC_01638,1,0,0,6944955,6944955,28x,3960,201534205,6579136,7,6420,6209,"3, 3, 3 (5S, 16S, 23S)",50,70.64,351,344,7,2,3,356,,,Micromonospora,Micromonospora sp.,sp_mash_226,Micromonospora sp. (sp_mash_226),,,,,,,custom
NBC_01639,Streptosporangium,sp.,CP109272,SAMN30553375,chromosome,circular,flye-contigger NBC_01639,1,0,0,9068762,9068762,99x,10507,913782722,8651396,10,8256,8059,"6, 6, 6 (5S, 16S, 23S)",63,69.56,355,349,6,1,0,356,,,Streptosporangium,Streptosporangium sp.,sp_mash_072,Streptosporangium sp. (sp_mash_072),,,,,,,custom
NBC_01640,Streptomyces,albidoflavus,"CP109270,CP109271",SAMN30553376,chromosome,linear,flye-contigger NBC_01640,2,1,0,7021256,7193104,20x,24050,159720832,4845211,3615,6287,6066,"7, 7, 7 (5S, 16S, 23S)",67,73.32,352,349,3,2,2,356,7568.0,50.0,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01641,Streptomyces,anulatus,"CP109268,CP109269",SAMN30553377,chromosome,linear,flye-contigger NBC_01641,2,1,0,8852245,9089215,38x,13452,365289190,6578535,59,8035,7762,"6, 6, 6 (5S, 16S, 23S)",69,71.33,355,355,0,1,0,356,419.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01643,Streptomyces,sp.,"CP109266,CP109267",SAMN30553378,chromosome,linear,npgm-contigger NBC_01643,2,1,0,10186474,10899259,55x,16458,613410507,6385871,1327,9975,9184,"6, 6, 6 (5S, 16S, 23S)",75,69.22,353,349,4,2,1,356,194591.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_01645,Streptomyces,anulatus,"JAPEQE010000001,JAPEQE010000002,JAPEQE010000003,JAPEQE010000004,JAPEQE010000005,JAPEQE010000006,JAPEQE010000007,JAPEQE010000008,JAPEQE010000009,JAPEQE010000010,JAPEQE010000011",SAMN30553379,near-complete,linear,flye-contigger NBC_01645,11,0,0,2189096,9088432,24x,10686,224380440,8488612,705,8086,7818,"5, 6, 7 (5S, 16S, 23S)",69,71.3,355,355,0,1,0,356,,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_026339775.1,Contig,JAPEQE000000000,undefined,NBC_01645,Streptomyces anulatus,custom
NBC_01646,Streptomyces,hirsutus,"CP109264,CP109265",SAMN30553380,chromosome,linear,npgm-contigger NBC_01646,2,1,0,8833381,9016521,87x,12179,795637094,5994758,58,8209,7607,"6, 6, 6 (5S, 16S, 23S)",72,71.05,356,352,4,0,0,356,76524.0,,Streptomyces,Streptomyces hirsutus,,Streptomyces hirsutus,,,,,,,custom
NBC_01648,Streptomyces,anulatus,"CP109262,CP109263",SAMN30553381,chromosome,linear,flye-contigger NBC_01648,2,1,0,8791006,9005008,115x,15078,1061061028,6826109,171,7968,7713,"6, 6, 6 (5S, 16S, 23S)",70,71.36,355,355,0,1,0,356,24219.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01650,Streptomyces,sp.,"CP109258,CP109259,CP109260,CP109261",SAMN30553382,chromosome,linear,flye-contigger NBC_01650,4,3,0,9435434,10176820,55x,23563,572848994,6140751,122,9197,8669,"6, 6, 6 (5S, 16S, 23S)",70,70.49,355,349,6,1,0,356,5523.0,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,,,,,,,custom
NBC_01651,Streptomyces,anulatus,"CP109256,CP109257",SAMN30553383,chromosome,linear,flye-contigger NBC_01651,2,1,0,8788890,9019003,167x,19024,1555322622,5373414,21,8017,7779,"6, 6, 6 (5S, 16S, 23S)",71,71.66,355,355,0,1,0,356,3681.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01652,Streptomyces,griseus,CP109255,SAMN30553384,chromosome,linear,flye-contigger NBC_01652,1,0,0,8315838,8315838,146x,13641,1241782091,7183666,1729,7397,7188,"6, 6, 6 (5S, 16S, 23S)",71,71.62,355,354,1,1,0,356,7796.0,,Streptomyces,Streptomyces fimicarius,,Streptomyces fimicarius,,,,,,,custom
NBC_01653,Streptomyces,sp.,CP109254,SAMN30553385,chromosome,linear,npgm-contigger NBC_01653,1,0,0,10339600,10339600,71x,18489,725728793,6751644,38,9373,8640,"6, 6, 6 (5S, 16S, 23S)",73,69.39,355,351,4,1,0,356,431627.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_01654,Streptomyces,anulatus,"CP109252,CP109253",SAMN30553386,chromosome,linear,flye-contigger NBC_01654,2,1,0,8739815,9097611,36x,20156,341864112,6623914,42,8053,7799,"6, 6, 6 (5S, 16S, 23S)",71,71.55,355,355,0,1,0,356,12757.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01655,Micromonospora,sp.,"JAPEQF010000001,JAPEQF010000002",SAMN30553387,near-complete,linear,flye-contigger NBC_01655,2,0,0,7104363,7147901,29x,19445,226952995,6543491,16710,6363,6137,"4, 4, 4 (5S, 16S, 23S)",54,73.26,351,347,4,3,2,356,,25.0,Micromonospora,Micromonospora sp003434305,,Micromonospora sp003434305,GCA_026339755.1,Contig,JAPEQF000000000,undefined,NBC_01655,Micromonospora sp. NBC_01655,custom
NBC_01657,Streptomyces,cellulosae,"CP109249,CP109250,CP109251",SAMN30553388,chromosome,linear,npgm-contigger NBC_01657,3,2,0,7754542,8208291,43x,21927,373685846,5443913,331,7498,7217,"6, 6, 6 (5S, 16S, 23S)",72,71.96,355,354,1,1,0,356,113780.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,,,,,,,custom
NBC_01658,Streptomyces,albidoflavus,"CP109245,CP109246,CP109247,CP109248",SAMN30553389,chromosome,linear,npgm-contigger NBC_01658,4,3,0,7436451,7804688,55x,28796,449594127,6899898,497,6926,6635,"7, 7, 7 (5S, 16S, 23S)",68,72.88,355,352,3,1,0,356,37072.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01661,Streptomyces,albidoflavus,"CP109243,CP109244",SAMN30553390,chromosome,linear,flye-contigger NBC_01661,2,1,0,7135774,7307846,47x,13486,360758174,6708256,209,6415,6186,"7, 7, 7 (5S, 16S, 23S)",70,73.24,355,352,3,1,0,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01662,Streptomyces,anthocyanicus,CP109242,SAMN30553391,chromosome,linear,flye-contigger NBC_01662,1,0,0,8651515,8651515,27x,14525,235968722,6400898,41,7832,7560,"6, 6, 6 (5S, 16S, 23S)",68,72.13,355,353,2,1,0,356,,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,,,,,,,custom
NBC_01664,Streptomyces,albidoflavus,"CP109238,CP109239,CP109240,CP109241",SAMN30553392,chromosome,linear,flye-contigger NBC_01664,4,2,1,7037835,7304642,44x,18282,333848240,7198299,273,6417,6211,"7, 7, 7 (5S, 16S, 23S)",67,73.25,355,351,4,1,0,356,7519.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01665,Streptomyces,albidoflavus,"CP109235,CP109236,CP109237",SAMN30553393,chromosome,linear,flye-contigger NBC_01665,3,2,0,7142386,7288753,142x,18801,1061346773,6523702,23171,6323,6104,"7, 7, 7 (5S, 16S, 23S)",67,73.32,355,352,3,1,0,356,2721.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01666,Streptomyces,althioticus,CP109234,SAMN30553394,chromosome,linear,npgm-contigger NBC_01666,1,0,0,7542023,7542023,17x,9839,153467596,6377881,293,6808,6587,"6, 6, 6 (5S, 16S, 23S)",71,72.55,355,355,0,1,0,356,90793.0,70.0,Streptomyces,Streptomyces althioticus,,Streptomyces althioticus,,,,,,,custom
NBC_01667,Streptomyces,cellulosae,CP109233,SAMN30553395,chromosome,linear,flye-contigger NBC_01667,1,0,0,7756047,7756047,37x,15507,300000890,5199206,210,7056,6744,"6, 6, 6 (5S, 16S, 23S)",70,71.94,355,354,1,1,0,356,,50.0,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,,,,,,,custom
NBC_01668,Streptomyces,anthocyanicus,"CP109228,CP109229,CP109230,CP109231,CP109232",SAMN30553396,chromosome,linear,flye-contigger NBC_01668,5,3,1,8561438,9328115,12x,18478,132258589,4114008,375,8384,8104,"6, 6, 6 (5S, 16S, 23S)",67,71.94,355,351,4,1,0,356,,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,,,,,,,custom
NBC_01669,Streptomyces,sp.,"JAPEQG010000001,JAPEQG010000002,JAPEQG010000003,JAPEQG010000004,JAPEQG010000005",SAMN30553397,near-complete,linear,flye-contigger NBC_01669,5,0,0,9084275,10812331,89x,15799,991988743,8523334,649,9832,9026,"6, 6, 6 (5S, 16S, 23S)",72,69.62,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_026,Streptomyces sp. (sp_mash_026),GCA_026339735.1,Contig,JAPEQG000000000,undefined,NBC_01669,Streptomyces sp. NBC_01669,custom
NBC_01670,Streptomyces,albidoflavus,"JAPEQH010000001,JAPEQH010000002,JAPEQH010000003,JAPEQH010000004,JAPEQH010000005,JAPEQH010000006",SAMN30553398,near-complete,linear,flye-contigger NBC_01670,6,0,0,6923361,7309386,121x,10800,906683670,9527282,645,6381,6171,"7, 7, 7 (5S, 16S, 23S)",67,73.25,355,352,3,1,0,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_026339695.1,Contig,JAPEQH000000000,undefined,NBC_01670,Streptomyces albidoflavus,custom
NBC_01671,Streptomyces,albidoflavus,"CP109226,CP109227",SAMN30553399,chromosome,linear,npgm-contigger NBC_01671,2,1,0,6877750,7316471,75x,16046,575258539,4472272,205,6202,5976,"7, 7, 7 (5S, 16S, 23S)",68,73.33,355,352,3,1,0,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01672,Streptomyces,althioticus,CP109225,SAMN30553400,chromosome,circular,flye-contigger NBC_01672,1,0,0,7754059,7754059,48x,16108,387297469,9091851,4327,7001,6782,"6, 6, 6 (5S, 16S, 23S)",69,72.38,355,355,0,1,0,356,,,Streptomyces,Streptomyces althioticus,,Streptomyces althioticus,,,,,,,custom
NBC_01673,Streptomyces,albidoflavus,CP109224,SAMN30553401,chromosome,linear,flye-contigger NBC_01673,1,0,0,7099099,7099099,34x,17703,250850764,5166964,373,6177,6003,"7, 7, 7 (5S, 16S, 23S)",67,73.37,355,352,3,1,0,356,19842.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01675,Streptomyces,albidoflavus,"CP109594,CP109595",SAMN30553402,chromosome,linear,flye-contigger NBC_01675,2,1,0,7062573,7203715,142x,12897,1050151706,4434922,202,6280,6091,"7, 7, 7 (5S, 16S, 23S)",67,73.34,355,352,3,1,0,356,2469.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01676,Streptomyces,cellulosae,"CP109222,CP109223",SAMN30553403,chromosome,linear,npgm-contigger NBC_01676,2,1,0,7592827,8051568,63x,18282,534118342,7111379,1279,7254,6996,"6, 6, 6 (5S, 16S, 23S)",74,71.95,355,355,0,1,0,356,86608.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,,,,,,,custom
NBC_01677,Streptomyces,cellulosae,"CP109220,CP109221",SAMN30553404,chromosome,linear,npgm-contigger NBC_01677,2,1,0,7266300,7362199,42x,33144,314349519,6382093,104,6715,6448,"6, 6, 6 (5S, 16S, 23S)",69,72.22,355,355,0,1,0,356,26264.0,50.0,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,,,,,,,custom
NBC_01678,Streptomyces,cellulosae,"CP109453,CP109454",SAMN30553405,chromosome,linear,npgm-contigger NBC_01678,2,1,0,7435508,7774673,38x,17548,298854430,6137673,10,7066,6776,"6, 6, 6 (5S, 16S, 23S)",71,72.0,355,355,0,1,0,356,129164.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,,,,,,,custom
NBC_01679,Streptomyces,althioticus,"CP109215,CP109216,CP109217,CP109218,CP109219",SAMN30553406,chromosome,linear,npgm-contigger NBC_01679,5,4,0,7730518,7942713,41x,20813,349696044,5828308,359,7244,7011,"6, 6, 6 (5S, 16S, 23S)",71,72.27,355,355,0,1,0,356,87113.0,,Streptomyces,Streptomyces althioticus,,Streptomyces althioticus,,,,,,,custom
NBC_01680,Streptomyces,cellulosae,"CP109212,CP109213,CP109214",SAMN30553407,chromosome,linear,npgm-contigger NBC_01680,3,2,0,7462948,7582306,131x,13546,1035919643,5721065,163,6899,6617,"6, 6, 6 (5S, 16S, 23S)",70,72.04,355,355,0,1,0,356,94744.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036227045.1,Complete genome,undefined,3,NBC 01680,Streptomyces cellulosae,custom
NBC_01681,Streptomyces,cellulosae,"JAPEQI010000001,JAPEQI010000002,JAPEQI010000003,JAPEQI010000004,JAPEQI010000005,JAPEQI010000006,JAPEQI010000007,JAPEQI010000008,JAPEQI010000009,JAPEQI010000010,JAPEQI010000011,JAPEQI010000012,JAPEQI010000013,JAPEQI010000014",SAMN30553408,near-complete,linear,flye-contigger NBC_01681,14,0,0,6136491,8448141,85x,13905,814314018,7645272,669,7777,7495,"6, 6, 6 (5S, 16S, 23S)",73,71.94,355,354,1,1,0,356,,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_026339705.1,Contig,JAPEQI000000000,undefined,NBC_01681,Streptomyces cellulosae,custom
NBC_01683,Streptomyces,microflavus,CP109211,SAMN30553409,chromosome,linear,flye-contigger NBC_01683,1,0,0,8330854,8330854,118x,18666,1002970145,7695240,171,7503,7294,"6, 6, 6 (5S, 16S, 23S)",69,71.35,355,351,4,1,0,356,34319.0,,Streptomyces,Streptomyces microflavus,,Streptomyces microflavus,GCA_036227025.1,Complete genome,undefined,1,NBC 01683,Streptomyces microflavus,custom
NBC_01684,Streptomyces,microflavus,CP109210,SAMN30553410,chromosome,linear,flye-contigger NBC_01684,1,0,0,8296325,8296325,17x,15792,149244807,3294426,38,7316,7093,"6, 6, 6 (5S, 16S, 23S)",69,71.27,355,351,4,1,0,356,11538.0,,Streptomyces,Streptomyces microflavus,,Streptomyces microflavus,GCA_036227005.1,Complete genome,undefined,1,NBC 01684,Streptomyces microflavus,custom
NBC_01685,Streptomyces,sp.,CP109209,SAMN30553411,chromosome,linear,npgm-contigger NBC_01685,1,0,0,7940178,7940178,30x,5742,242615314,4219651,142,7227,6934,"6, 6, 6 (5S, 16S, 23S)",70,71.23,354,353,1,1,1,356,102484.0,,Streptomyces,Streptomyces sp002711365,,Streptomyces sp002711365,GCA_036226985.1,Complete genome,undefined,1,NBC_01685,Streptomyces sp. NBC_01685,custom
NBC_01686,Streptomyces,althioticus,"CP109207,CP109208",SAMN30553412,chromosome,linear,flye-contigger NBC_01686,2,1,0,7636976,7929709,75x,14521,618218883,6287225,128,7188,6962,"6, 6, 6 (5S, 16S, 23S)",73,72.24,355,355,0,1,0,356,25031.0,,Streptomyces,Streptomyces althioticus,,Streptomyces althioticus,GCA_036226965.1,Complete genome,undefined,2,NBC 01686,Streptomyces althioticus,custom
NBC_01687,Streptomyces,anthocyanicus,"CP109205,CP109206",SAMN30553413,chromosome,linear,flye-contigger NBC_01687,2,1,0,8477056,8886815,11x,16091,110419379,8990223,457,8007,7719,"6, 6, 6 (5S, 16S, 23S)",66,72.12,355,353,2,1,0,356,13792.0,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,GCA_036226945.1,Complete genome,undefined,2,NBC 01687,Streptomyces anthocyanicus,custom
NBC_01689,Streptomyces,sp.,"CP109592,CP109593",SAMN30553414,chromosome,linear,npgm-contigger NBC_01689,2,1,0,9909705,9958319,114x,16171,1143707835,7446286,143,8465,8146,"6, 6, 6 (5S, 16S, 23S)",70,71.83,355,353,2,1,0,356,331263.0,,Streptomyces,Streptomyces sp008042115,,Streptomyces sp008042115,GCA_036250675.1,Complete genome,undefined,2,NBC_01689,Streptomyces sp. NBC_01689,custom
NBC_01691,Streptomyces,albidoflavus,"JAPEQJ010000001,JAPEQJ010000002,JAPEQJ010000003",SAMN30553415,near-complete,linear,flye-contigger NBC_01691,3,0,0,7088082,7344443,95x,13055,719492230,6298466,146,6450,6252,"7, 7, 7 (5S, 16S, 23S)",67,73.24,355,353,2,1,0,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_026339675.1,Contig,JAPEQJ000000000,undefined,NBC_01691,Streptomyces albidoflavus,custom
NBC_01692,Streptomyces,albidoflavus,"CP109203,CP109204",SAMN30553416,chromosome,linear,flye-contigger NBC_01692,2,0,1,7159790,7184925,56x,13673,416584372,7101894,323,6323,6125,"7, 7, 7 (5S, 16S, 23S)",67,73.36,355,352,3,1,0,356,9358.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_041438825.1,Complete genome,undefined,2,NBC 01692,Streptomyces albidoflavus,custom
NBC_01693,Streptomyces,sp.,CP109202,SAMN30553417,chromosome,linear,flye-contigger NBC_01693,1,0,0,7896894,7896894,28x,14867,231154495,7689410,48,7199,6900,"6, 6, 6 (5S, 16S, 23S)",69,71.25,355,354,1,1,0,356,32522.0,,Streptomyces,Streptomyces sp002711365,,Streptomyces sp002711365,GCA_036250635.1,Complete genome,undefined,1,NBC_01693,Streptomyces sp. NBC_01693,custom
NBC_01694,Streptomyces,glauciniger,CP109201,SAMN30553418,chromosome,linear,npgm-contigger NBC_01694,1,0,0,8671343,8671343,43x,5018,383148288,7129468,153,7979,7530,"6, 6, 6 (5S, 16S, 23S)",77,72.21,355,351,4,1,0,356,82306.0,,Streptomyces,Streptomyces glauciniger,,Streptomyces glauciniger,GCA_036250345.1,Complete genome,undefined,1,NBC 01694,Actinacidiphila glaucinigra,custom
NBC_01696,Streptomyces,sp.,CP109200,SAMN30553419,chromosome,linear,flye-contigger NBC_01696,1,0,0,7764320,7764320,162x,16184,1277821383,8320050,73,7061,6780,"6, 6, 6 (5S, 16S, 23S)",69,71.33,355,354,1,1,0,356,23000.0,,Streptomyces,Streptomyces sp002711365,,Streptomyces sp002711365,GCA_036250085.1,Complete genome,undefined,1,NBC_01696,Streptomyces sp. NBC_01696,custom
